,Unnamed: 0,ano,data_eleicao,id_municipio,nome_urna,sigla_partido,idade,genero,raca,Resultado,nome_candidato,votos
433,433,2024,2024-10-06,2611606,Romero Futevôlei,PP,28,masculino,parda,Não foi eleito,Romero Futevôlei,570.0
434,434,2024,2024-10-06,2611606,Ronaldinho,MOBILIZA,70,masculino,branca,Não foi eleito,Ronaldinho,73.0
435,435,2024,2024-10-06,2611606,Ronaldo Lopes,PP,38,masculino,parda,Não foi eleito,Ronaldo Lopes,7000.0
436,436,2024,2024-10-06,2611606,Rosana Galvão,PL,61,feminino,branca,Não foi eleito,Rosana Galvão,354.0
437,437,2024,2024-10-06,2611606,Rosimery Enfermeira,PL,60,feminino,branca,Não foi eleito,Rosimery Enfermeira,103.0
438,438,2024,2024-10-06,2611606,Rosinha De Carlos Rodolfo,PSD,57,feminino,parda,Não foi eleito,Rosinha De Carlos Rodolfo,144.0
439,439,2024,2024-10-06,2611606,Rozita Verlúcia,PSDB,53,feminino,parda,Não foi eleito,,
440,440,2024,2024-10-06,2611606,Rui,REDE,53,masculino,branca,Não foi eleito,Rui,115.0
441,441,2024,2024-10-06,2611606,Rui Claudio,PL,72,masculino,parda,Não foi eleito,Rui Claudio,390.0
442,442,2024,2024-10-06,2611606,Samuel Ferreira,AVANTE,44,masculino,parda,Não foi eleito,Samuel Ferreira,331.0
443,443,2024,2024-10-06,2611606,Samuel Salazar,MDB,40,masculino,branca,Eleito,Samuel Salazar,13348.0
444,444,2024,2024-10-06,2611606,Sancler,DC,54,masculino,parda,Não foi eleito,Sancler,101.0
445,445,2024,2024-10-06,2611606,Sara Braga,DC,33,feminino,branca,Não foi eleito,Sara Braga,101.0
446,446,2024,2024-10-06,2611606,Sargento Fortunato,DC,52,masculino,parda,Não foi eleito,Sargento Fortunato,62.0
447,447,2024,2024-10-06,2611606,Severino Motoboy,PSOL,47,masculino,parda,Não foi eleito,Severino Motoboy,54.0
448,448,2024,2024-10-06,2611606,Severino Toque De Carinho,MOBILIZA,67,masculino,branca,Não foi eleito,Severino Toque De Carinho,57.0
449,449,2024,2024-10-06,2611606,Shertyanne Ferreira,PRD,44,feminino,parda,Não foi eleito,Shertyanne Ferreira,32.0
450,450,2024,2024-10-06,2611606,Shirley Wanessa,PSD,43,feminino,parda,Não foi eleito,Shirley Wanessa,470.0
451,451,2024,2024-10-06,2611606,Sidney Edipo,PL,37,masculino,parda,Não foi eleito,Sidney Edipo,1087.0
452,452,2024,2024-10-06,2611606,Silvia Guaraná,PP,25,feminino,parda,Não foi eleito,Silvia Guaraná,203.0
453,453,2024,2024-10-06,2611606,Silvio Ricardo,PRD,64,masculino,parda,Não foi eleito,Silvio Ricardo,472.0
454,454,2024,2024-10-06,2611606,Soares Protetico,MOBILIZA,54,masculino,parda,Não foi eleito,Soares Protetico,390.0
455,455,2024,2024-10-06,2611606,Ste Vilela,PSB,32,feminino,preta,Não foi eleito,Ste Vilela,1884.0
456,456,2024,2024-10-06,2611606,Sub Elias,PL,60,masculino,parda,Não foi eleito,Sub Elias,305.0
457,457,2024,2024-10-06,2611606,Sub Oficial Santiago,PL,58,masculino,branca,Não foi eleito,Sub Oficial Santiago,167.0
458,458,2024,2024-10-06,2611606,Suetônio,PT,48,masculino,parda,Não foi eleito,Suetônio,453.0
459,459,2024,2024-10-06,2611606,Suhellen Oliveira,PP,42,feminino,branca,Não foi eleito,Suhellen Oliveira,552.0
460,460,2024,2024-10-06,2611606,Suzi Rodrigues,PT,61,feminino,preta,Não foi eleito,Suzi Rodrigues,3079.0
461,461,2024,2024-10-06,2611606,Sávio Rodrigues,PSD,23,masculino,parda,Não foi eleito,Sávio Rodrigues,1906.0
462,462,2024,2024-10-06,2611606,Tadeu Calheiros,MDB,49,masculino,branca,Eleito,Tadeu Calheiros,6916.0
463,463,2024,2024-10-06,2611606,Tadinho João,PSB,47,masculino,preta,Não foi eleito,Tadinho João,5082.0
464,464,2024,2024-10-06,2611606,Tania Mae De João,AVANTE,60,feminino,parda,Não foi eleito,Tania Mae De João,151.0
465,465,2024,2024-10-06,2611606,Tarciana,DC,50,feminino,parda,Não foi eleito,Tarciana,135.0
466,466,2024,2024-10-06,2611606,Tarcis,PRD,39,masculino,branca,Não foi eleito,Tarcis,883.0
467,467,2024,2024-10-06,2611606,Tenente Rogerio Magalhaes,PL,46,masculino,branca,Não foi eleito,Tenente Rogerio Magalhaes,5009.0
468,468,2024,2024-10-06,2611606,Thalles Cherles,REPUBLICANOS,50,masculino,branca,Não foi eleito,Thalles Cherles,1402.0
469,469,2024,2024-10-06,2611606,Thiago Botinha,PV,43,masculino,parda,Não foi eleito,Thiago Botinha,85.0
470,470,2024,2024-10-06,2611606,Thiago Da Água,PP,33,masculino,parda,Não foi eleito,Thiago Da Água,68.0
471,471,2024,2024-10-06,2611606,Thiago Medina,PL,21,masculino,branca,Eleito,Thiago Medina,10540.0
472,472,2024,2024-10-06,2611606,Thiaguinho Filho Do Jordão,REPUBLICANOS,39,masculino,parda,Não foi eleito,Thiaguinho Filho Do Jordão,2610.0
473,473,2024,2024-10-06,2611606,Thyago Do Inocoop,REDE,39,masculino,preta,Não foi eleito,Thyago Do Inocoop,1727.0
474,474,2024,2024-10-06,2611606,Tiago Silva,PSOL,33,masculino,branca,Não foi eleito,Tiago Silva,79.0
475,475,2024,2024-10-06,2611606,Tio Glauber Telecom,DC,51,masculino,branca,Não foi eleito,Tio Glauber Telecom,76.0
476,476,2024,2024-10-06,2611606,Tio Iggor,REPUBLICANOS,36,masculino,parda,Não foi eleito,Tio Iggor,358.0
477,477,2024,2024-10-06,2611606,Tio Marcos Vieira,PP,55,masculino,parda,Não foi eleito,Tio Marcos Vieira,109.0
478,478,2024,2024-10-06,2611606,Tiêta Do Agreste,PRD,60,feminino,parda,Não foi eleito,Tiêta Do Agreste,61.0
479,479,2024,2024-10-06,2611606,Toinho Da União,PP,57,masculino,parda,Não foi eleito,Toinho Da União,3439.0
480,480,2024,2024-10-06,2611606,Toinho Da Água,PSDB,52,masculino,parda,Não foi eleito,Toinho Da Água,200.0
481,481,2024,2024-10-06,2611606,Toinho De Casa Amarela,PSDB,70,masculino,branca,Não foi eleito,,
482,482,2024,2024-10-06,2611606,Tomas Do Mst,PT,32,masculino,parda,Não foi eleito,Tomas Do Mst,4920.0
483,483,2024,2024-10-06,2611606,Uilder Lima,PSOL,39,masculino,preta,Não foi eleito,Uilder Lima,459.0
484,484,2024,2024-10-06,2611606,Unidos Com Edilson Do Metro,PP,60,masculino,preta,Não foi eleito,Unidos Com Edilson Do Metro,1160.0
485,485,2024,2024-10-06,2611606,Valdir Palhaço,CIDADANIA,58,masculino,branca,Não foi eleito,Valdir Palhaço,85.0
486,486,2024,2024-10-06,2611606,Valéria Felix,PSTU,62,feminino,preta,Não foi eleito,Valéria Felix,76.0
487,487,2024,2024-10-06,2611606,Vanio Silva,PSB,48,masculino,parda,Não foi eleito,Vanio Silva,4788.0
488,488,2024,2024-10-06,2611606,Vem Com Elvis,PSB,29,masculino,parda,Não foi eleito,Vem Com Elvis,1578.0
489,489,2024,2024-10-06,2611606,Vevé,PP,47,masculino,parda,Não foi eleito,Vevé,84.0
490,490,2024,2024-10-06,2611606,Victor André Gomes,PV,35,masculino,branca,Não foi eleito,Victor André Gomes,5269.0
491,491,2024,2024-10-06,2611606,Victor Souza,PSOL,37,masculino,parda,Não foi eleito,Victor Souza,141.0
492,492,2024,2024-10-06,2611606,Victor Torres,PSD,36,masculino,branca,Não foi eleito,Victor Torres,1.0
493,493,2024,2024-10-06,2611606,Vilma Ferreira,MOBILIZA,53,feminino,parda,Não foi eleito,Vilma Ferreira,87.0
494,494,2024,2024-10-06,2611606,Virgínia Fotos,PP,41,feminino,parda,Não foi eleito,Virgínia Fotos,239.0
495,495,2024,2024-10-06,2611606,Vivi,PP,39,feminino,parda,Não foi eleito,Vivi,177.0
496,496,2024,2024-10-06,2611606,Walber Santos,PSD,60,masculino,parda,Não foi eleito,Walber Santos,2501.0
497,497,2024,2024-10-06,2611606,Walter Reis,REPUBLICANOS,37,masculino,branca,Não foi eleito,Walter Reis,1077.0
498,498,2024,2024-10-06,2611606,Waltinho Do Bongi,PP,46,masculino,parda,Não foi eleito,,
499,499,2024,2024-10-06,2611606,Wandrizy De Manoel Messias,REPUBLICANOS,26,feminino,branca,Não foi eleito,Wandrizy De Manoel Messias,242.0
500,500,2024,2024-10-06,2611606,Wedson Ttk,DC,40,masculino,parda,Não foi eleito,Wedson Ttk,113.0
501,501,2024,2024-10-06,2611606,Weldjane Mary,PSOL,43,feminino,parda,Não foi eleito,Weldjane Mary,117.0
502,502,2024,2024-10-06,2611606,Wellington Boite,AVANTE,50,masculino,preta,Não foi eleito,Wellington Boite,705.0
503,503,2024,2024-10-06,2611606,Wellington E Carlos Marcenaria,PSB,63,masculino,branca,Não foi eleito,Wellington E Carlos Marcenaria,2214.0
504,504,2024,2024-10-06,2611606,Wellington José,PSDB,50,masculino,parda,Não foi eleito,Wellington José,196.0
505,505,2024,2024-10-06,2611606,Wendel Felix,PP,45,masculino,preta,Não foi eleito,,
506,506,2024,2024-10-06,2611606,Wendel Luiz,NOVO,18,masculino,parda,Não foi eleito,Wendel Luiz,210.0
507,507,2024,2024-10-06,2611606,William Soares,PP,25,masculino,branca,Não foi eleito,William Soares,208.0
508,508,2024,2024-10-06,2611606,Wilson Lapa,MDB,65,masculino,parda,Não foi eleito,Wilson Lapa,2105.0
509,509,2024,2024-10-06,2611606,Wilton Brito,PSB,66,masculino,branca,Eleito,Wilton Brito,9496.0
510,510,2024,2024-10-06,2611606,Wokymon Da Saúde,PC do B,47,masculino,branca,Não foi eleito,Wokymon Da Saúde,269.0
511,511,2024,2024-10-06,2611606,Xandy Aliança Justiça Social,PV,52,masculino,preta,Não foi eleito,Xandy Aliança Justiça Social,228.0
512,512,2024,2024-10-06,2611606,Xênia,DC,41,feminino,preta,Não foi eleito,Xênia,47.0
513,513,2024,2024-10-06,2611606,Yasmim Alves,PSOL,28,feminino,parda,Não foi eleito,Yasmim Alves,2365.0
514,514,2024,2024-10-06,2611606,Zeca Do Tempero,DC,72,masculino,parda,Não foi eleito,Zeca Do Tempero,202.0
515,515,2024,2024-10-06,2611606,Zelia Moura,NOVO,64,feminino,branca,Não foi eleito,Zelia Moura,180.0
516,516,2024,2024-10-06,2611606,Zé Neto,PSB,43,masculino,branca,Eleito,Zé Neto,11027.0
517,517,2024,2024-10-06,2611606,Álvaro Filho,PRD,70,masculino,parda,Não foi eleito,Álvaro Filho,33.0
518,518,2024,2024-10-06,2611606,Ítalo Vinícius,PSOL,25,masculino,preta,Não foi eleito,Ítalo Vinícius,60.0
