zona,secao,sigla_partido,votos_legenda,votos_nominais
6,308,NOVO,2,15
2,511,NOVO,1,14
150,334,NOVO,0,15
1,185,NOVO,0,14
8,351,NOVO,0,10
6,30,NOVO,0,5
6,29,NOVO,0,10
5,453,NOVO,1,15
9,448,NOVO,0,1
9,378,NOVO,0,10
8,191,NOVO,1,19
6,112,NOVO,0,8
4,5,NOVO,1,17
3,791,NOVO,1,17
149,48,NOVO,2,12
149,431,NOVO,0,13
1,64,NOVO,0,34
3,618,NOVO,1,25
149,406,NOVO,0,5
150,212,NOVO,0,13
149,58,NOVO,2,18
8,275,NOVO,0,7
7,142,NOVO,1,22
5,375,NOVO,0,6
3,795,NOVO,0,7
2,387,NOVO,0,13
7,452,NOVO,1,8
7,146,NOVO,0,27
4,260,NOVO,0,22
3,691,NOVO,0,10
8,230,NOVO,0,22
6,17,NOVO,1,24
5,406,NOVO,1,8
3,727,NOVO,0,13
6,430,NOVO,0,5
5,174,NOVO,1,21
3,693,NOVO,1,9
2,465,NOVO,0,13
8,401,NOVO,0,8
5,515,NOVO,0,5
4,37,NOVO,0,4
3,491,NOVO,1,8
149,259,NOVO,1,16
8,374,NOVO,0,7
7,303,NOVO,0,8
7,266,NOVO,0,30
7,25,NOVO,0,23
9,458,NOVO,0,5
8,287,NOVO,0,13
8,269,NOVO,0,9
7,314,NOVO,0,12
7,219,NOVO,0,20
6,206,NOVO,0,13
2,400,NOVO,0,21
6,262,NOVO,0,8
3,309,NOVO,0,14
6,425,NOVO,0,3
1,121,NOVO,0,12
2,336,NOVO,0,10
1,113,NOVO,1,11
149,29,NOVO,0,17
150,333,NOVO,0,13
150,129,NOVO,1,12
150,247,NOVO,0,13
150,12,NOVO,0,9
150,214,NOVO,0,9
1,70,NOVO,0,24
1,65,NOVO,1,41
1,39,NOVO,0,25
149,35,NOVO,0,21
1,443,NOVO,0,24
149,26,NOVO,0,35
150,204,NOVO,0,15
1,385,NOVO,0,35
149,425,NOVO,0,13
1,303,NOVO,0,8
149,324,NOVO,0,5
150,25,NOVO,0,19
149,404,NOVO,0,6
3,197,NOVO,0,13
4,100,NOVO,0,22
5,427,NOVO,0,5
8,154,NOVO,1,16
9,525,NOVO,0,6
5,151,NOVO,0,4
8,152,NOVO,2,32
8,299,NOVO,0,24
2,512,NOVO,0,18
6,214,NOVO,0,4
1,38,NOVO,0,25
1,337,NOVO,0,4
149,321,NOVO,0,15
149,358,NOVO,0,7
150,349,NOVO,2,10
2,289,NOVO,0,28
1,272,NOVO,1,10
149,271,NOVO,0,9
149,347,NOVO,0,13
150,379,NOVO,0,8
1,376,NOVO,0,31
1,396,NOVO,0,17
2,246,NOVO,0,14
149,198,NOVO,0,13
150,130,NOVO,0,9
150,195,NOVO,0,3
1,235,NOVO,0,9
149,433,NOVO,1,17
150,18,NOVO,0,23
2,300,NOVO,0,10
150,244,NOVO,0,23
4,334,NOVO,1,13
9,323,NOVO,0,11
8,90,NOVO,1,26
6,24,NOVO,0,7
9,447,NOVO,2,3
7,153,NOVO,0,21
7,152,NOVO,0,18
2,39,NOVO,0,9
6,429,NOVO,0,7
2,57,NOVO,1,21
9,439,NOVO,0,3
7,436,NOVO,1,11
4,85,NOVO,0,4
8,116,NOVO,0,41
5,216,NOVO,1,23
9,490,NOVO,0,3
7,51,NOVO,1,19
6,47,NOVO,0,4
5,417,NOVO,0,17
4,26,NOVO,0,9
3,726,NOVO,0,11
9,64,NOVO,0,9
7,308,NOVO,1,22
3,672,NOVO,0,21
9,416,NOVO,0,6
5,368,NOVO,0,8
3,813,NOVO,0,10
2,74,NOVO,0,7
2,549,NOVO,0,11
8,222,NOVO,1,25
4,361,NOVO,1,15
4,208,NOVO,0,12
6,362,NOVO,0,13
2,527,NOVO,0,19
8,72,NOVO,1,12
6,339,NOVO,0,4
4,44,NOVO,1,9
9,496,NOVO,0,11
7,112,NOVO,0,10
5,86,NOVO,1,11
3,797,NOVO,0,11
9,10,NOVO,1,7
3,718,NOVO,0,18
6,117,NOVO,0,7
4,274,NOVO,0,9
9,464,NOVO,0,6
2,462,NOVO,1,19
149,119,NOVO,2,17
7,3,NOVO,0,17
7,422,NOVO,0,9
6,323,NOVO,0,14
5,1,NOVO,0,16
4,278,NOVO,1,9
8,321,NOVO,0,10
6,321,NOVO,0,8
2,459,NOVO,0,17
4,202,NOVO,1,10
3,810,NOVO,0,9
9,330,NOVO,0,7
9,403,NOVO,0,7
9,401,NOVO,0,5
9,345,NOVO,0,3
4,373,NOVO,0,2
4,318,NOVO,1,9
3,770,NOVO,0,7
3,629,NOVO,0,19
8,341,NOVO,2,31
8,211,NOVO,1,20
4,67,NOVO,0,2
9,437,NOVO,0,6
6,167,NOVO,1,9
3,781,NOVO,0,8
3,698,NOVO,0,25
3,644,NOVO,1,5
9,506,NOVO,0,3
9,462,NOVO,0,9
8,266,NOVO,0,10
3,749,NOVO,0,21
3,722,NOVO,0,16
3,666,NOVO,0,5
5,182,NOVO,0,9
149,237,NOVO,0,13
9,502,NOVO,0,8
8,325,NOVO,0,16
8,307,NOVO,0,10
3,763,NOVO,1,14
3,730,NOVO,0,8
5,514,NOVO,0,3
4,33,NOVO,0,12
8,13,NOVO,0,17
5,241,NOVO,0,12
5,15,NOVO,0,10
3,47,NOVO,0,7
150,189,NOVO,0,14
8,367,NOVO,0,17
5,50,NOVO,0,13
8,410,NOVO,1,21
8,397,NOVO,0,7
6,44,NOVO,0,8
5,369,NOVO,0,1
5,89,NOVO,0,4
8,334,NOVO,0,3
8,208,NOVO,1,31
4,331,NOVO,0,15
4,264,NOVO,1,14
4,225,NOVO,0,3
7,319,NOVO,0,7
149,380,NOVO,0,8
149,319,NOVO,0,7
7,188,NOVO,0,7
4,358,NOVO,0,12
4,247,NOVO,0,3
2,447,NOVO,0,21
3,423,NOVO,1,13
150,248,NOVO,0,15
1,368,NOVO,0,22
150,55,NOVO,0,5
149,221,NOVO,2,19
6,343,NOVO,0,15
4,241,NOVO,0,8
4,235,NOVO,0,3
7,5,NOVO,1,22
4,317,NOVO,0,6
3,673,NOVO,1,26
3,189,NOVO,1,8
3,732,NOVO,1,6
9,369,NOVO,0,4
8,164,NOVO,0,20
5,210,NOVO,0,12
4,120,NOVO,0,12
7,434,NOVO,0,10
7,428,NOVO,0,5
7,333,NOVO,0,10
5,518,NOVO,0,7
5,169,NOVO,2,25
9,432,NOVO,0,6
9,376,NOVO,0,13
6,427,NOVO,0,4
5,388,NOVO,0,8
3,224,NOVO,0,2
5,430,NOVO,1,10
5,265,NOVO,1,17
150,119,NOVO,0,14
1,134,NOVO,0,10
2,490,NOVO,0,8
8,291,NOVO,0,7
1,117,NOVO,0,7
8,238,NOVO,0,12
5,456,NOVO,0,9
5,409,NOVO,1,4
9,340,NOVO,0,3
7,435,NOVO,0,7
3,710,NOVO,0,6
3,590,NOVO,0,17
2,504,NOVO,0,10
8,151,NOVO,2,14
7,175,NOVO,1,36
6,52,NOVO,0,6
150,47,NOVO,0,12
149,55,NOVO,1,18
5,161,NOVO,0,4
3,617,NOVO,0,19
9,386,NOVO,0,7
8,122,NOVO,1,36
5,523,NOVO,0,1
5,157,NOVO,0,10
2,500,NOVO,0,10
1,69,NOVO,2,18
1,66,NOVO,1,39
1,457,NOVO,0,17
1,348,NOVO,0,8
1,183,NOVO,0,19
7,279,NOVO,0,16
1,136,NOVO,0,12
8,333,NOVO,0,9
8,350,NOVO,0,12
7,343,NOVO,0,36
7,26,NOVO,0,26
6,171,NOVO,0,6
2,389,NOVO,0,8
6,398,NOVO,0,3
3,600,NOVO,0,9
2,337,NOVO,0,25
150,220,NOVO,0,16
7,301,NOVO,0,28
7,191,NOVO,0,17
7,172,NOVO,1,29
4,10,NOVO,1,14
150,8,NOVO,0,15
8,329,NOVO,0,5
6,475,NOVO,0,5
4,303,NOVO,0,12
4,328,NOVO,1,9
3,662,NOVO,0,1
7,7,NOVO,0,22
5,66,NOVO,2,25
9,173,NOVO,0,12
4,236,NOVO,0,4
4,310,NOVO,1,6
3,441,NOVO,0,13
2,468,NOVO,0,18
150,216,NOVO,0,5
150,350,NOVO,1,6
150,155,NOVO,0,14
149,219,NOVO,0,23
7,144,NOVO,0,19
150,319,NOVO,0,11
9,277,NOVO,0,7
6,316,NOVO,0,13
5,147,NOVO,0,1
7,423,NOVO,0,10
7,351,NOVO,0,22
7,192,NOVO,0,15
6,436,NOVO,1,23
4,302,NOVO,0,5
3,677,NOVO,0,21
3,780,NOVO,0,10
2,523,NOVO,0,22
4,190,NOVO,0,3
6,114,NOVO,0,5
5,198,NOVO,1,24
3,201,NOVO,0,13
149,64,NOVO,0,15
7,376,NOVO,0,15
3,604,NOVO,0,14
2,228,NOVO,0,13
1,63,NOVO,2,32
1,381,NOVO,0,35
2,103,NOVO,0,20
9,457,NOVO,0,8
8,323,NOVO,0,3
8,308,NOVO,1,17
2,471,NOVO,0,16
9,45,NOVO,0,6
7,316,NOVO,1,35
150,324,NOVO,1,10
149,383,NOVO,0,10
1,182,NOVO,1,14
8,6,NOVO,0,33
8,241,NOVO,0,21
5,219,NOVO,0,17
8,300,NOVO,0,20
7,230,NOVO,1,31
5,218,NOVO,0,18
5,186,NOVO,0,12
4,30,NOVO,0,7
149,8,NOVO,0,13
2,340,NOVO,0,17
150,282,NOVO,0,19
149,300,NOVO,0,5
1,299,NOVO,0,6
150,357,NOVO,0,9
150,205,NOVO,0,8
6,148,NOVO,0,7
4,139,NOVO,0,8
150,207,NOVO,0,7
1,204,NOVO,0,17
149,336,NOVO,0,3
7,444,NOVO,0,5
7,388,NOVO,0,15
6,156,NOVO,0,7
1,247,NOVO,4,26
149,17,NOVO,1,18
1,295,NOVO,0,8
5,371,NOVO,0,3
4,138,NOVO,0,6
6,26,NOVO,0,5
3,597,NOVO,1,19
5,158,NOVO,0,1
4,38,NOVO,0,13
149,397,NOVO,0,6
149,364,NOVO,0,10
1,114,NOVO,0,11
150,260,NOVO,1,14
7,138,NOVO,1,31
6,407,NOVO,0,5
150,304,NOVO,0,12
149,228,NOVO,0,22
1,406,NOVO,1,15
2,369,NOVO,0,7
149,69,NOVO,1,10
149,18,NOVO,0,23
149,112,NOVO,1,13
1,131,NOVO,0,11
149,20,NOVO,0,19
2,363,NOVO,0,6
149,296,NOVO,0,8
150,234,NOVO,0,23
150,10,NOVO,0,10
149,382,NOVO,0,12
149,435,NOVO,0,7
1,318,NOVO,0,10
150,327,NOVO,0,14
2,262,NOVO,0,11
149,441,NOVO,0,4
1,298,NOVO,1,17
1,313,NOVO,0,29
1,158,NOVO,0,3
1,319,NOVO,0,22
149,224,NOVO,2,18
150,164,NOVO,1,14
1,434,NOVO,1,23
1,97,NOVO,1,16
2,318,NOVO,0,32
8,61,NOVO,0,15
7,440,NOVO,0,12
6,174,NOVO,0,5
4,286,NOVO,0,17
1,427,NOVO,2,27
9,385,NOVO,0,13
7,305,NOVO,0,12
5,61,NOVO,0,13
1,441,NOVO,0,6
9,44,NOVO,0,8
8,201,NOVO,0,18
5,448,NOVO,0,8
3,648,NOVO,0,9
150,348,NOVO,1,11
150,329,NOVO,1,9
150,168,NOVO,0,11
150,278,NOVO,0,6
150,101,NOVO,0,6
1,345,NOVO,0,6
150,318,NOVO,0,16
1,178,NOVO,0,9
149,34,NOVO,1,20
149,292,NOVO,0,25
1,200,NOVO,1,12
150,166,NOVO,0,5
1,225,NOVO,0,19
149,37,NOVO,0,12
1,31,NOVO,0,21
149,413,NOVO,0,11
1,394,NOVO,1,38
2,276,NOVO,0,16
2,227,NOVO,0,16
150,305,NOVO,0,8
1,157,NOVO,1,5
149,338,NOVO,0,6
1,277,NOVO,0,9
149,357,NOVO,0,10
150,143,NOVO,0,7
150,277,NOVO,0,9
1,240,NOVO,1,24
150,20,NOVO,0,10
1,432,NOVO,0,18
150,215,NOVO,0,14
2,324,NOVO,0,38
1,32,NOVO,0,31
149,451,NOVO,0,3
2,395,NOVO,0,12
5,506,NOVO,0,5
5,67,NOVO,0,21
7,24,NOVO,1,21
150,186,NOVO,0,11
150,1,NOVO,0,12
150,313,NOVO,0,4
2,56,NOVO,0,13
5,215,NOVO,0,9
7,368,NOVO,0,39
1,120,NOVO,0,10
1,186,NOVO,0,12
4,160,NOVO,0,3
149,216,NOVO,0,13
2,384,NOVO,0,17
2,466,NOVO,0,17
5,420,NOVO,0,21
6,64,NOVO,0,5
8,56,NOVO,1,25
7,296,NOVO,1,34
9,418,NOVO,0,7
1,332,NOVO,0,14
149,67,NOVO,0,15
149,318,NOVO,0,10
9,520,NOVO,0,4
150,162,NOVO,0,7
1,341,NOVO,1,19
149,101,NOVO,0,13
7,49,NOVO,0,19
150,211,NOVO,0,14
3,660,NOVO,0,2
3,679,NOVO,1,25
5,481,NOVO,2,4
6,347,NOVO,0,14
7,47,NOVO,0,28
1,266,NOVO,0,3
1,323,NOVO,0,6
149,109,NOVO,0,14
149,375,NOVO,0,5
5,251,NOVO,1,8
5,382,NOVO,0,10
9,23,NOVO,0,5
149,352,NOVO,0,10
150,90,NOVO,0,15
3,640,NOVO,1,9
4,364,NOVO,0,10
7,356,NOVO,0,13
8,171,NOVO,0,16
9,426,NOVO,0,2
1,392,NOVO,0,38
149,330,NOVO,0,19
1,306,NOVO,0,18
149,440,NOVO,0,5
6,18,NOVO,0,20
6,373,NOVO,0,5
9,413,NOVO,0,10
149,317,NOVO,0,7
6,161,NOVO,0,6
8,7,NOVO,0,19
4,12,NOVO,0,5
6,66,NOVO,0,4
5,477,NOVO,0,7
6,390,NOVO,0,6
6,459,NOVO,0,5
8,280,NOVO,0,5
2,33,NOVO,0,6
7,462,NOVO,1,6
8,392,NOVO,1,8
8,408,NOVO,2,26
149,430,NOVO,0,5
150,163,NOVO,0,15
150,24,NOVO,0,16
1,424,NOVO,0,14
149,1,NOVO,0,10
5,207,NOVO,0,3
5,462,NOVO,0,5
7,300,NOVO,0,35
5,471,NOVO,0,6
6,312,NOVO,0,10
7,34,NOVO,0,14
7,380,NOVO,0,14
8,369,NOVO,0,10
6,259,NOVO,1,5
6,315,NOVO,0,9
1,116,NOVO,0,6
2,474,NOVO,1,28
150,148,NOVO,0,11
1,37,NOVO,1,28
150,191,NOVO,0,17
2,543,NOVO,0,18
5,399,NOVO,0,4
2,467,NOVO,0,16
2,63,NOVO,0,10
4,245,NOVO,0,6
4,320,NOVO,0,8
6,440,NOVO,0,5
9,377,NOVO,0,14
6,226,NOVO,0,9
7,359,NOVO,1,7
8,172,NOVO,0,12
4,189,NOVO,1,5
4,51,NOVO,2,10
8,357,NOVO,0,12
3,191,NOVO,0,12
5,190,NOVO,0,7
5,465,NOVO,0,4
6,48,NOVO,0,9
8,3,NOVO,0,23
8,358,NOVO,0,16
1,377,NOVO,1,32
149,60,NOVO,1,10
1,180,NOVO,0,7
1,358,NOVO,2,24
9,368,NOVO,0,4
1,273,NOVO,0,9
3,477,NOVO,1,14
4,265,NOVO,0,27
6,393,NOVO,0,6
7,457,NOVO,0,4
8,342,NOVO,0,9
8,83,NOVO,2,17
4,77,NOVO,0,9
6,212,NOVO,0,2
3,711,NOVO,0,15
5,432,NOVO,1,14
5,53,NOVO,0,11
8,385,NOVO,1,8
9,399,NOVO,0,4
3,650,NOVO,0,7
3,806,NOVO,0,3
4,285,NOVO,0,16
1,96,NOVO,2,21
149,59,NOVO,0,13
2,446,NOVO,1,19
5,497,NOVO,0,1
1,404,NOVO,0,18
1,425,NOVO,0,27
5,129,NOVO,0,13
7,306,NOVO,0,28
7,355,NOVO,0,25
7,429,NOVO,1,12
8,197,NOVO,0,17
5,455,NOVO,0,9
6,307,NOVO,1,6
6,391,NOVO,0,4
8,399,NOVO,0,6
8,79,NOVO,0,10
2,65,NOVO,1,11
6,351,NOVO,1,8
5,276,NOVO,0,18
5,463,NOVO,0,9
3,218,NOVO,0,7
3,765,NOVO,0,12
6,432,NOVO,1,5
8,324,NOVO,0,9
4,161,NOVO,0,7
5,389,NOVO,0,7
6,462,NOVO,0,5
7,216,NOVO,0,14
4,22,NOVO,0,7
5,378,NOVO,0,6
6,449,NOVO,0,9
4,201,NOVO,0,1
5,41,NOVO,1,24
6,121,NOVO,1,11
8,262,NOVO,0,13
9,11,NOVO,0,7
1,297,NOVO,1,8
8,200,NOVO,2,21
2,457,NOVO,0,18
9,17,NOVO,0,5
9,393,NOVO,0,5
4,275,NOVO,0,1
6,417,NOVO,1,8
8,14,NOVO,1,25
9,317,NOVO,1,7
2,64,NOVO,0,22
7,426,NOVO,0,18
7,461,NOVO,0,48
2,547,NOVO,0,10
6,21,NOVO,0,17
6,455,NOVO,0,32
3,731,NOVO,0,10
4,124,NOVO,0,4
4,23,NOVO,0,12
4,42,NOVO,0,10
6,469,NOVO,0,5
2,444,NOVO,0,17
2,445,NOVO,1,20
2,79,NOVO,1,16
5,16,NOVO,0,14
8,390,NOVO,0,7
3,670,NOVO,0,26
8,178,NOVO,3,38
8,75,NOVO,0,15
9,425,NOVO,0,3
9,455,NOVO,0,6
9,475,NOVO,0,3
3,623,NOVO,1,22
5,272,NOVO,1,26
5,398,NOVO,0,1
6,437,NOVO,2,30
3,483,NOVO,0,11
5,414,NOVO,0,13
8,303,NOVO,1,10
9,384,NOVO,0,13
9,424,NOVO,0,1
9,441,NOVO,0,2
3,636,NOVO,0,4
4,342,NOVO,0,16
6,422,NOVO,0,3
1,58,NOVO,0,29
149,245,NOVO,0,15
2,355,NOVO,0,16
4,253,NOVO,0,10
6,460,NOVO,0,7
9,210,NOVO,0,5
2,422,NOVO,1,13
8,394,NOVO,0,4
9,394,NOVO,1,5
2,418,NOVO,0,9
3,687,NOVO,0,10
5,439,NOVO,0,14
9,505,NOVO,0,5
2,428,NOVO,0,17
3,684,NOVO,0,11
5,459,NOVO,0,9
6,365,NOVO,0,5
8,165,NOVO,0,29
2,442,NOVO,0,18
5,217,NOVO,0,4
6,238,NOVO,1,14
8,162,NOVO,2,22
9,484,NOVO,0,3
7,417,NOVO,0,6
8,338,NOVO,1,30
2,437,NOVO,1,21
2,97,NOVO,0,10
2,452,NOVO,0,12
3,641,NOVO,0,12
5,367,NOVO,0,2
9,444,NOVO,0,7
4,335,NOVO,0,8
4,52,NOVO,0,11
7,446,NOVO,0,10
9,477,NOVO,0,6
3,287,NOVO,0,16
3,768,NOVO,0,12
8,289,NOVO,0,11
9,346,NOVO,0,6
8,114,NOVO,1,28
3,728,NOVO,0,8
5,14,NOVO,0,9
5,386,NOVO,0,14
7,186,NOVO,0,12
8,283,NOVO,0,8
9,431,NOVO,1,5
2,524,NOVO,1,15
3,36,NOVO,1,37
3,788,NOVO,0,18
5,490,NOVO,0,1
5,8,NOVO,0,12
6,233,NOVO,0,11
7,377,NOVO,0,8
7,8,NOVO,0,22
9,414,NOVO,0,2
6,344,NOVO,0,13
8,264,NOVO,0,7
2,544,NOVO,0,22
3,713,NOVO,1,5
5,197,NOVO,0,26
7,374,NOVO,0,11
5,9,NOVO,0,9
3,41,NOVO,0,26
3,593,NOVO,0,15
7,20,NOVO,1,15
2,62,NOVO,0,12
4,337,NOVO,0,7
4,350,NOVO,0,15
5,257,NOVO,2,12
4,127,NOVO,0,3
4,311,NOVO,0,7
6,211,NOVO,0,12
6,426,NOVO,0,5
8,120,NOVO,0,29
8,219,NOVO,1,36
8,395,NOVO,0,2
2,542,NOVO,0,20
4,282,NOVO,0,8
7,313,NOVO,0,16
7,358,NOVO,1,10
9,427,NOVO,0,3
3,195,NOVO,1,14
4,290,NOVO,1,22
9,497,NOVO,0,13
3,724,NOVO,0,15
5,47,NOVO,0,12
6,203,NOVO,0,12
4,118,NOVO,0,10
149,329,NOVO,0,17
149,345,NOVO,0,6
150,293,NOVO,0,17
150,19,NOVO,0,10
1,34,NOVO,0,15
7,332,NOVO,0,22
5,351,NOVO,0,8
4,262,NOVO,0,17
3,748,NOVO,0,10
3,652,NOVO,1,9
2,464,NOVO,0,13
8,251,NOVO,0,4
2,514,NOVO,0,16
5,413,NOVO,0,11
5,393,NOVO,0,1
2,463,NOVO,0,17
8,362,NOVO,0,10
6,364,NOVO,0,7
3,714,NOVO,0,8
4,76,NOVO,0,1
149,421,NOVO,0,10
149,297,NOVO,0,10
150,243,NOVO,0,17
150,9,NOVO,0,10
150,322,NOVO,1,9
150,377,NOVO,0,12
150,206,NOVO,0,11
149,400,NOVO,0,6
1,291,NOVO,0,5
149,416,NOVO,0,6
1,391,NOVO,0,31
149,62,NOVO,0,17
150,262,NOVO,0,13
1,142,NOVO,0,9
149,99,NOVO,1,11
1,246,NOVO,5,31
150,22,NOVO,0,22
150,242,NOVO,0,14
2,359,NOVO,0,22
1,445,NOVO,1,34
1,364,NOVO,0,28
150,153,NOVO,1,11
150,270,NOVO,0,19
150,314,NOVO,0,7
149,246,NOVO,0,15
150,41,NOVO,0,12
149,116,NOVO,0,14
149,315,NOVO,0,6
2,487,NOVO,0,6
6,450,NOVO,0,2
7,196,NOVO,0,18
1,420,NOVO,2,23
2,503,NOVO,0,17
2,99,NOVO,0,21
3,734,NOVO,0,2
5,6,NOVO,0,11
6,270,NOVO,0,11
7,48,NOVO,0,18
1,321,NOVO,0,9
3,653,NOVO,0,10
4,61,NOVO,0,11
4,91,NOVO,0,6
1,315,NOVO,0,10
4,197,NOVO,0,3
5,173,NOVO,0,7
2,287,NOVO,0,30
1,326,NOVO,0,8
149,261,NOVO,0,17
150,231,NOVO,0,10
150,288,NOVO,0,16
1,388,NOVO,0,31
149,234,NOVO,0,35
150,374,NOVO,0,8
150,196,NOVO,0,8
2,365,NOVO,0,10
150,218,NOVO,1,14
2,100,NOVO,0,15
149,301,NOVO,0,14
149,52,NOVO,1,20
150,360,NOVO,0,9
2,241,NOVO,1,16
1,421,NOVO,0,25
149,302,NOVO,0,12
150,132,NOVO,0,1
150,274,NOVO,0,6
2,344,NOVO,0,34
1,362,NOVO,1,21
149,121,NOVO,0,11
149,63,NOVO,0,9
150,376,NOVO,0,16
2,255,NOVO,0,24
1,367,NOVO,2,20
1,416,NOVO,0,21
1,409,NOVO,2,28
149,399,NOVO,0,9
150,14,NOVO,0,15
2,420,NOVO,0,7
5,376,NOVO,0,3
5,434,NOVO,0,10
5,440,NOVO,0,5
9,273,NOVO,0,7
149,45,NOVO,3,18
150,239,NOVO,0,21
5,246,NOVO,0,9
7,315,NOVO,0,28
8,400,NOVO,0,5
8,117,NOVO,0,33
1,260,NOVO,0,21
150,312,NOVO,0,9
149,426,NOVO,0,15
149,439,NOVO,0,8
150,127,NOVO,2,12
8,52,NOVO,0,26
5,412,NOVO,0,7
8,314,NOVO,1,9
1,336,NOVO,0,26
149,56,NOVO,0,10
150,255,NOVO,0,10
1,370,NOVO,0,34
150,152,NOVO,0,10
4,48,NOVO,0,16
149,333,NOVO,0,10
150,250,NOVO,0,18
2,374,NOVO,0,5
150,323,NOVO,0,9
1,331,NOVO,0,7
1,215,NOVO,0,11
1,255,NOVO,0,9
7,103,NOVO,0,14
9,498,NOVO,0,8
1,389,NOVO,1,43
150,280,NOVO,0,8
150,308,NOVO,0,13
4,193,NOVO,0,9
5,255,NOVO,2,18
3,204,NOVO,1,7
7,259,NOVO,0,14
1,437,NOVO,1,33
149,432,NOVO,0,14
4,135,NOVO,0,5
4,305,NOVO,1,9
9,482,NOVO,0,3
150,134,NOVO,0,12
4,69,NOVO,0,2
5,34,NOVO,1,17
2,85,NOVO,0,12
5,421,NOVO,1,7
6,444,NOVO,1,5
9,468,NOVO,0,3
2,510,NOVO,0,15
4,204,NOVO,0,3
8,404,NOVO,0,28
149,252,NOVO,1,25
149,334,NOVO,0,7
150,151,NOVO,0,15
1,282,NOVO,3,21
150,339,NOVO,2,10
149,391,NOVO,0,11
3,643,NOVO,0,7
4,78,NOVO,0,6
5,59,NOVO,0,13
4,1,NOVO,0,21
7,250,NOVO,0,9
8,402,NOVO,0,9
5,193,NOVO,1,10
7,384,NOVO,0,11
8,177,NOVO,1,21
9,472,NOVO,0,4
4,134,NOVO,0,1
5,505,NOVO,0,8
2,298,NOVO,0,15
2,312,NOVO,0,13
3,741,NOVO,0,6
3,776,NOVO,0,9
5,38,NOVO,1,21
8,293,NOVO,0,15
9,364,NOVO,0,4
2,81,NOVO,0,9
3,680,NOVO,0,17
3,712,NOVO,0,9
4,131,NOVO,0,3
5,472,NOVO,0,7
4,205,NOVO,0,7
9,543,NOVO,0,2
5,470,NOVO,0,4
4,24,NOVO,0,8
150,39,NOVO,1,19
2,518,NOVO,0,18
5,488,NOVO,0,12
3,773,NOVO,0,12
5,381,NOVO,0,12
5,443,NOVO,0,11
7,265,NOVO,0,30
1,135,NOVO,0,13
4,300,NOVO,0,9
4,357,NOVO,0,20
2,551,NOVO,0,10
4,86,NOVO,1,2
5,492,NOVO,0,6
9,285,NOVO,0,3
6,366,NOVO,0,7
2,394,NOVO,0,19
7,276,NOVO,1,37
2,388,NOVO,0,8
3,702,NOVO,0,24
4,280,NOVO,0,5
9,84,NOVO,0,10
4,121,NOVO,0,9
4,79,NOVO,0,2
5,436,NOVO,0,8
5,144,NOVO,0,4
4,206,NOVO,0,3
4,325,NOVO,0,8
3,613,NOVO,0,22
8,82,NOVO,1,24
6,356,NOVO,0,5
6,71,NOVO,0,3
9,410,NOVO,0,7
3,635,NOVO,0,3
3,709,NOVO,0,9
4,213,NOVO,0,8
7,178,NOVO,0,29
9,459,NOVO,0,2
2,548,NOVO,1,7
8,192,NOVO,3,22
8,335,NOVO,0,14
8,76,NOVO,0,9
4,123,NOVO,0,1
9,238,NOVO,0,14
4,341,NOVO,0,8
7,415,NOVO,0,4
3,200,NOVO,0,14
3,706,NOVO,0,7
2,382,NOVO,0,13
7,180,NOVO,0,29
9,348,NOVO,0,3
6,428,NOVO,0,2
7,206,NOVO,0,11
150,273,NOVO,0,14
3,737,NOVO,0,3
8,364,NOVO,0,16
3,681,NOVO,0,23
6,150,NOVO,0,8
7,337,NOVO,0,12
7,365,NOVO,0,19
1,256,NOVO,0,43
1,398,NOVO,0,18
8,258,NOVO,0,14
6,155,NOVO,0,10
6,153,NOVO,0,8
4,71,NOVO,0,3
7,360,NOVO,0,26
2,521,NOVO,0,18
3,237,NOVO,1,12
4,34,NOVO,0,12
149,289,NOVO,0,23
2,333,NOVO,1,14
7,408,NOVO,0,11
9,256,NOVO,0,6
6,349,NOVO,1,15
6,406,NOVO,0,6
6,414,NOVO,0,4
7,27,NOVO,1,15
9,452,NOVO,0,2
3,692,NOVO,0,7
149,27,NOVO,1,19
149,335,NOVO,0,9
2,450,NOVO,0,22
5,403,NOVO,1,12
7,448,NOVO,0,8
9,16,NOVO,0,3
3,690,NOVO,0,7
7,353,NOVO,0,2
7,464,NOVO,0,11
4,244,NOVO,0,10
6,431,NOVO,0,8
9,501,NOVO,0,8
2,58,NOVO,0,18
5,282,NOVO,0,16
4,74,NOVO,0,5
6,273,NOVO,0,5
9,301,NOVO,0,5
5,165,NOVO,0,6
3,807,NOVO,1,10
4,223,NOVO,0,6
6,27,NOVO,0,8
6,404,NOVO,0,6
7,21,NOVO,1,19
7,379,NOVO,1,11
9,408,NOVO,0,4
9,470,NOVO,0,7
9,500,NOVO,0,2
4,214,NOVO,0,4
6,173,NOVO,0,3
7,336,NOVO,0,11
9,333,NOVO,0,10
4,102,NOVO,0,5
5,222,NOVO,0,11
6,420,NOVO,0,5
6,68,NOVO,0,8
9,56,NOVO,0,7
4,314,NOVO,0,9
8,88,NOVO,2,17
4,209,NOVO,0,4
3,664,NOVO,0,7
4,113,NOVO,0,9
8,259,NOVO,0,9
3,591,NOVO,0,16
4,125,NOVO,0,5
4,323,NOVO,0,11
5,88,NOVO,0,8
7,139,NOVO,0,20
3,678,NOVO,0,14
3,783,NOVO,0,6
5,410,NOVO,0,9
